Time frequency,Unit of measure,Direction of flow,National accounts indicator (ESA 2010),Geopolitical entity (reporting),Time,Value,Ranking
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Sjeverna Hrvatska,2018,7875.47,2387.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Sjeverna Hrvatska,2019,8253.02,2359.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Sjeverna Hrvatska,2020,8417.75,2345.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Sjeverna Hrvatska,2021,9715.67,2248.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Sjeverna Hrvatska,2022,10615.11,2187.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Sjeverna Hrvatska,2023,11420.33,2117.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Piemonte,2013,78445.66,196.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Piemonte,2014,77803.61,201.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Piemonte,2015,78286.47,197.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Piemonte,2016,80805.51,193.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Piemonte,2017,83371.24,179.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Piemonte,2018,84630.67,174.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Piemonte,2019,86420.17,166.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Piemonte,2020,83557.34,178.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Piemonte,2021,87932.81,160.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Piemonte,2022,94295.83,133.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Piemonte,2023,101783.26,107.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Piemonte,2024,107048.46,94.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Valle d’Aosta/Vallée d’Aoste,2013,2278.12,2742.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Valle d’Aosta/Vallée d’Aoste,2014,2262.17,2744.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Valle d’Aosta/Vallée d’Aoste,2015,2275.03,2743.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Valle d’Aosta/Vallée d’Aoste,2016,2320.88,2740.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Valle d’Aosta/Vallée d’Aoste,2017,2378.36,2738.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Valle d’Aosta/Vallée d’Aoste,2018,2409.88,2737.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Valle d’Aosta/Vallée d’Aoste,2019,2456.23,2734.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Valle d’Aosta/Vallée d’Aoste,2020,2332.07,2739.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Valle d’Aosta/Vallée d’Aoste,2021,2437.39,2736.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Valle d’Aosta/Vallée d’Aoste,2022,2643.79,2726.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Valle d’Aosta/Vallée d’Aoste,2023,2836.26,2717.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Valle d’Aosta/Vallée d’Aoste,2024,2965.18,2713.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Liguria,2013,27657.42,1066.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Liguria,2014,27376.06,1085.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Liguria,2015,27420.41,1082.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Liguria,2016,28337.69,1033.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Liguria,2017,29482.19,984.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Liguria,2018,29372.89,987.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Liguria,2019,30050.19,955.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Liguria,2020,28826.84,1004.0
