Time frequency,Unit of measure,Direction of flow,National accounts indicator (ESA 2010),Geopolitical entity (reporting),Time,Value,Ranking
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Mecklenburg-Vorpommern,2022,35391.03,771.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Mecklenburg-Vorpommern,2023,36700.11,738.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Braunschweig,2013,29606.32,979.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Braunschweig,2014,30437.82,940.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Braunschweig,2015,31004.81,919.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Braunschweig,2016,31344.05,909.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Braunschweig,2017,32298.67,870.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Braunschweig,2018,33900.32,810.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Braunschweig,2019,34444.97,793.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Braunschweig,2020,34554.02,791.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Braunschweig,2021,34850.65,785.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Braunschweig,2022,37029.19,724.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Braunschweig,2023,39166.05,664.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Hannover,2013,39012.17,669.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Hannover,2014,40108.92,641.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Hannover,2015,40752.14,626.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Hannover,2016,41634.37,605.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Hannover,2017,43139.21,567.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Hannover,2018,45145.51,526.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Hannover,2019,45689.93,514.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Hannover,2020,45822.44,508.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Hannover,2021,47030.71,491.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Hannover,2022,50167.57,439.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Hannover,2023,52951.05,407.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Lüneburg,2013,32168.86,874.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Lüneburg,2014,32916.91,842.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Lüneburg,2015,33299.33,826.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Lüneburg,2016,34206.19,798.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Lüneburg,2017,35779.58,762.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Lüneburg,2018,37509.68,706.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Lüneburg,2019,38243.31,688.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Lüneburg,2020,38126.56,689.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Lüneburg,2021,39186.49,661.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Lüneburg,2022,42622.86,577.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Lüneburg,2023,44732.08,534.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Weser-Ems,2013,44473.79,540.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Weser-Ems,2014,45762.86,510.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Weser-Ems,2015,46734.13,497.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Weser-Ems,2016,47786.83,475.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Weser-Ems,2017,50294.27,438.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Weser-Ems,2018,52868.08,410.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Weser-Ems,2019,54012.97,393.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Weser-Ems,2020,53789.79,397.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Weser-Ems,2021,55442.27,376.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Weser-Ems,2022,60880.24,316.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Weser-Ems,2023,63550.87,291.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Düsseldorf,2013,96301.11,129.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Düsseldorf,2014,98240.15,118.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Düsseldorf,2015,99542.83,114.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Düsseldorf,2016,101927.65,106.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Düsseldorf,2017,105724.24,96.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Düsseldorf,2018,110353.34,88.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Düsseldorf,2019,111645.02,79.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Düsseldorf,2020,112443.18,78.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Düsseldorf,2021,115012.81,72.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Düsseldorf,2022,123075.77,57.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Düsseldorf,2023,129964.39,42.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Köln,2013,82041.37,187.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Köln,2014,84025.1,177.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Köln,2015,86244.68,167.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Köln,2016,88321.9,156.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Köln,2017,91682.81,148.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Köln,2018,96962.6,126.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Köln,2019,97691.74,121.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Köln,2020,98678.68,117.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Köln,2021,101527.78,108.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Köln,2022,108962.61,91.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Köln,2023,114936.74,73.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Münster,2013,46371.61,503.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Münster,2014,47602.89,482.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Münster,2015,48598.15,469.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Münster,2016,49811.38,446.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Münster,2017,51694.99,423.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Münster,2018,54380.06,386.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Münster,2019,55396.05,377.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Münster,2020,56183.72,367.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Münster,2021,57818.38,351.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Münster,2022,62501.74,298.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Münster,2023,65458.17,275.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Detmold,2013,38943.67,672.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Detmold,2014,40085.53,642.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Detmold,2015,40715.34,628.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Detmold,2016,41747.77,601.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Detmold,2017,42600.75,578.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Detmold,2018,45104.75,527.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Detmold,2019,45326.04,523.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Detmold,2020,45541.06,517.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Detmold,2021,46775.51,496.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Detmold,2022,50823.76,430.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Detmold,2023,53127.23,405.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Arnsberg,2013,65587.28,272.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Arnsberg,2014,67203.17,256.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Arnsberg,2015,68147.82,252.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Arnsberg,2016,69307.47,243.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Arnsberg,2017,71798.61,226.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Arnsberg,2018,74799.39,213.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Arnsberg,2019,75016.73,212.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Arnsberg,2020,75213.99,210.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Arnsberg,2021,77514.8,202.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Arnsberg,2022,83081.49,183.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Arnsberg,2023,87355.93,162.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Koblenz,2013,28233.85,1043.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Koblenz,2014,28621.88,1018.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Koblenz,2015,29313.79,991.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Koblenz,2016,30204.87,948.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Koblenz,2017,30826.98,928.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Koblenz,2018,32470.17,860.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Koblenz,2019,32376.06,867.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Koblenz,2020,32770.55,852.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Koblenz,2021,33954.17,809.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Koblenz,2022,36709.08,736.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Koblenz,2023,38533.06,678.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Trier,2013,9573.16,2257.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Trier,2014,9828.41,2238.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Trier,2015,9900.38,2233.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Trier,2016,10220.59,2209.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Trier,2017,10559.2,2190.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Trier,2018,11128.74,2141.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Trier,2019,11387.65,2122.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Trier,2020,11448.18,2113.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Trier,2021,11573.87,2101.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Trier,2022,12529.4,2027.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Trier,2023,13317.66,1959.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Rheinhessen-Pfalz,2013,38375.29,681.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Rheinhessen-Pfalz,2014,39436.84,657.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Rheinhessen-Pfalz,2015,40488.82,632.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Rheinhessen-Pfalz,2016,41190.65,612.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Rheinhessen-Pfalz,2017,42487.6,582.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Rheinhessen-Pfalz,2018,44750.02,533.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Rheinhessen-Pfalz,2019,45389.67,522.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Rheinhessen-Pfalz,2020,45695.38,513.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Rheinhessen-Pfalz,2021,46361.23,504.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Rheinhessen-Pfalz,2022,49532.64,449.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Rheinhessen-Pfalz,2023,52506.19,415.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Saarland,2013,17837.97,1668.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Saarland,2014,17805.82,1670.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Saarland,2015,18147.02,1643.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Saarland,2016,18586.69,1626.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Saarland,2017,19286.84,1577.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Saarland,2018,20073.89,1525.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Saarland,2019,20573.13,1488.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Saarland,2020,20109.77,1522.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Saarland,2021,20602.74,1483.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Saarland,2022,21931.56,1398.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Saarland,2023,23225.91,1316.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Dresden,2013,26404.62,1132.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Dresden,2014,26859.49,1108.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Dresden,2015,27515.46,1075.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Dresden,2016,28387.54,1031.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Dresden,2017,29591.17,980.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Dresden,2018,30979.24,922.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Dresden,2019,31616.06,899.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Dresden,2020,32268.59,871.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Dresden,2021,32814.28,850.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Dresden,2022,35231.72,777.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Dresden,2023,37176.71,721.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Chemnitz,2013,24508.44,1230.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Chemnitz,2014,24878.29,1210.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Chemnitz,2015,25356.63,1190.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Chemnitz,2016,25917.02,1155.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Chemnitz,2017,26886.66,1107.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Chemnitz,2018,27949.34,1058.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Chemnitz,2019,28247.79,1042.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Chemnitz,2020,28532.48,1024.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Chemnitz,2021,28965.38,999.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Chemnitz,2022,31044.38,918.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Chemnitz,2023,32672.85,856.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Leipzig,2013,16305.79,1757.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Leipzig,2014,16638.33,1739.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Leipzig,2015,17302.59,1695.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Leipzig,2016,17983.35,1656.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Leipzig,2017,18925.3,1604.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Leipzig,2018,19916.19,1538.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Leipzig,2019,20467.26,1499.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Leipzig,2020,20840.67,1463.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Leipzig,2021,21380.45,1431.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Leipzig,2022,22915.0,1333.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Leipzig,2023,24151.54,1258.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Sachsen-Anhalt,2013,36106.91,751.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Sachsen-Anhalt,2014,36737.67,733.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Sachsen-Anhalt,2015,37282.46,717.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Sachsen-Anhalt,2016,38266.54,686.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Sachsen-Anhalt,2017,40016.13,644.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Sachsen-Anhalt,2018,41364.81,608.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Sachsen-Anhalt,2019,42170.36,590.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Sachsen-Anhalt,2020,43232.28,564.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Sachsen-Anhalt,2021,44114.8,550.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Sachsen-Anhalt,2022,46791.91,495.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Sachsen-Anhalt,2023,48783.04,467.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Schleswig-Holstein,2013,54786.49,384.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Schleswig-Holstein,2014,55989.87,370.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Schleswig-Holstein,2015,57566.08,355.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Schleswig-Holstein,2016,58788.34,340.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Schleswig-Holstein,2017,61970.77,306.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Schleswig-Holstein,2018,64717.36,285.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Schleswig-Holstein,2019,65681.95,271.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Schleswig-Holstein,2020,66284.46,266.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Schleswig-Holstein,2021,68453.7,249.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Schleswig-Holstein,2022,74476.62,216.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Schleswig-Holstein,2023,77933.87,200.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Thüringen,2013,35303.19,774.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Thüringen,2014,35709.13,766.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Thüringen,2015,36326.62,746.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Thüringen,2016,37417.01,712.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Thüringen,2017,38964.79,671.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Thüringen,2018,40927.53,620.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Thüringen,2019,41414.7,607.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Thüringen,2020,42220.75,588.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Thüringen,2021,43201.19,565.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Thüringen,2022,46501.16,502.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Thüringen,2023,48827.36,465.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Eesti,2013,12581.19,2020.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Eesti,2014,12926.97,1992.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Eesti,2015,13821.83,1913.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Eesti,2016,14259.05,1871.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Eesti,2017,14971.52,1831.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Eesti,2018,16495.04,1746.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Eesti,2019,17141.29,1706.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Eesti,2020,17179.69,1704.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Eesti,2021,17600.26,1682.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Eesti,2022,18169.1,1642.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Eesti,2023,19767.71,1544.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Eesti,2024,21164.54,1446.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Northern and Western,2013,11925.12,2073.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Northern and Western,2014,11699.2,2092.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Northern and Western,2015,12229.21,2049.0
Annual,"Million purchasing power standards (PPS, EU27 from 2020)",Balance,"Disposable income, net",Northern and Western,2016,12569.52,2023.0
