Time frequency,Unit of measure,Sex,Geopolitical entity (reporting),Time,Value,Ranking
Annual,Percentage,Males,Sweden,2023,77.2,1047.5
Annual,Percentage,Males,Sweden,2024,76.0,1094.5
Annual,Percentage,Males,Iceland,2011,82.9,749.0
Annual,Percentage,Males,Iceland,2012,80.8,869.5
Annual,Percentage,Males,Iceland,2013,82.1,796.5
Annual,Percentage,Males,Iceland,2014,79.5,938.0
Annual,Percentage,Males,Iceland,2015,77.0,1055.5
Annual,Percentage,Males,Iceland,2016,78.1,1011.5
Annual,Percentage,Males,Iceland,2017,83.0,742.0
Annual,Percentage,Males,Iceland,2018,83.1,736.0
Annual,Percentage,Males,Iceland,2019,80.8,869.5
Annual,Percentage,Males,Iceland,2020,79.1,960.0
Annual,Percentage,Males,Iceland,2021,75.9,1098.5
Annual,Percentage,Males,Iceland,2022,80.0,912.5
Annual,Percentage,Males,Iceland,2023,81.2,839.0
Annual,Percentage,Males,Iceland,2024,81.4,829.0
Annual,Percentage,Males,Norway,2011,83.4,721.0
Annual,Percentage,Males,Norway,2012,83.9,695.5
Annual,Percentage,Males,Norway,2013,84.0,690.5
Annual,Percentage,Males,Norway,2014,83.4,721.0
Annual,Percentage,Males,Norway,2015,81.2,839.0
Annual,Percentage,Males,Norway,2016,82.8,759.0
Annual,Percentage,Males,Norway,2017,81.3,834.5
Annual,Percentage,Males,Norway,2018,77.9,1017.5
Annual,Percentage,Males,Norway,2019,79.4,942.0
Annual,Percentage,Males,Norway,2020,80.6,882.5
Annual,Percentage,Males,Norway,2021,80.9,861.0
Annual,Percentage,Males,Norway,2022,80.2,905.5
Annual,Percentage,Males,Norway,2023,78.3,1005.0
Annual,Percentage,Males,Norway,2024,78.7,983.5
Annual,Percentage,Males,Switzerland,2011,87.4,574.5
Annual,Percentage,Males,Switzerland,2012,86.7,587.5
Annual,Percentage,Males,Switzerland,2013,85.8,620.0
Annual,Percentage,Males,Switzerland,2014,86.2,605.0
Annual,Percentage,Males,Switzerland,2015,85.8,620.0
Annual,Percentage,Males,Switzerland,2016,85.0,649.0
Annual,Percentage,Males,Switzerland,2017,84.8,660.5
Annual,Percentage,Males,Switzerland,2018,85.5,635.0
Annual,Percentage,Males,Switzerland,2019,83.4,721.0
Annual,Percentage,Males,Switzerland,2020,83.7,703.5
Annual,Percentage,Males,Switzerland,2021,83.6,709.0
Annual,Percentage,Males,Switzerland,2022,84.0,690.5
Annual,Percentage,Males,Switzerland,2023,83.4,721.0
Annual,Percentage,Males,Switzerland,2024,82.1,796.5
Annual,Percentage,Males,United Kingdom,2011,82.1,796.5
Annual,Percentage,Males,United Kingdom,2012,82.6,772.0
Annual,Percentage,Males,United Kingdom,2013,84.2,685.0
Annual,Percentage,Males,United Kingdom,2014,83.5,713.5
Annual,Percentage,Males,United Kingdom,2015,82.8,759.0
Annual,Percentage,Males,United Kingdom,2016,83.5,713.5
Annual,Percentage,Males,United Kingdom,2017,82.4,782.0
Annual,Percentage,Males,United Kingdom,2018,83.0,742.0
Annual,Percentage,Males,United Kingdom,2019,82.9,749.0
Annual,Percentage,Males,Bosnia and Herzegovina,2021,82.2,789.5
Annual,Percentage,Males,Bosnia and Herzegovina,2022,75.6,1111.5
Annual,Percentage,Males,Bosnia and Herzegovina,2023,80.5,891.5
Annual,Percentage,Males,Bosnia and Herzegovina,2024,79.7,927.5
Annual,Percentage,Males,Montenegro,2011,81.0,850.5
Annual,Percentage,Males,Montenegro,2012,67.0,1238.5
Annual,Percentage,Males,Montenegro,2013,72.9,1155.0
Annual,Percentage,Males,Montenegro,2014,83.1,736.0
Annual,Percentage,Males,Montenegro,2015,84.1,687.5
Annual,Percentage,Males,Montenegro,2016,87.3,576.5
Annual,Percentage,Males,Montenegro,2017,70.6,1187.5
Annual,Percentage,Males,Montenegro,2018,72.4,1160.5
Annual,Percentage,Males,Montenegro,2019,75.8,1103.5
Annual,Percentage,Males,Montenegro,2020,83.6,709.0
Annual,Percentage,Males,North Macedonia,2011,77.0,1055.5
Annual,Percentage,Males,North Macedonia,2012,76.1,1091.0
Annual,Percentage,Males,North Macedonia,2013,73.5,1146.5
Annual,Percentage,Males,North Macedonia,2014,71.2,1177.5
Annual,Percentage,Males,North Macedonia,2015,78.3,1005.0
Annual,Percentage,Males,North Macedonia,2016,72.7,1157.0
Annual,Percentage,Males,North Macedonia,2017,73.0,1153.5
Annual,Percentage,Males,North Macedonia,2018,75.9,1098.5
Annual,Percentage,Males,North Macedonia,2019,75.6,1111.5
Annual,Percentage,Males,North Macedonia,2020,76.7,1067.5
Annual,Percentage,Males,Serbia,2013,81.5,824.5
Annual,Percentage,Males,Serbia,2014,85.1,646.0
Annual,Percentage,Males,Serbia,2015,82.8,759.0
Annual,Percentage,Males,Serbia,2016,79.2,951.0
Annual,Percentage,Males,Serbia,2017,77.8,1021.0
Annual,Percentage,Males,Serbia,2018,80.7,875.0
Annual,Percentage,Males,Serbia,2019,78.4,1000.5
Annual,Percentage,Males,Serbia,2020,75.0,1120.0
Annual,Percentage,Males,Serbia,2021,75.7,1107.5
Annual,Percentage,Males,Serbia,2022,76.0,1094.5
Annual,Percentage,Males,Serbia,2023,77.7,1024.5
Annual,Percentage,Males,Serbia,2024,77.5,1032.0
Annual,Percentage,Males,Türkiye,2011,86.0,611.5
Annual,Percentage,Males,Türkiye,2012,85.9,615.5
Annual,Percentage,Males,Türkiye,2013,85.2,642.0
Annual,Percentage,Males,Türkiye,2014,85.0,649.0
Annual,Percentage,Males,Türkiye,2015,85.6,630.5
Annual,Percentage,Males,Türkiye,2016,86.4,599.0
Annual,Percentage,Males,Türkiye,2017,86.6,591.0
Annual,Percentage,Males,Türkiye,2018,85.6,630.5
Annual,Percentage,Males,Türkiye,2019,86.6,591.0
Annual,Percentage,Males,Türkiye,2020,83.3,727.5
Annual,Percentage,Males,Türkiye,2021,82.9,749.0
Annual,Percentage,Males,Türkiye,2022,80.4,898.5
Annual,Percentage,Males,Türkiye,2023,79.5,938.0
Annual,Percentage,Males,Türkiye,2024,78.2,1009.0
Annual,Percentage,Females,European Union - 27 countries (from 2020),2004,23.2,1802.0
Annual,Percentage,Females,European Union - 27 countries (from 2020),2005,22.9,1819.0
Annual,Percentage,Females,European Union - 27 countries (from 2020),2006,23.1,1807.5
Annual,Percentage,Females,European Union - 27 countries (from 2020),2007,23.1,1807.5
Annual,Percentage,Females,European Union - 27 countries (from 2020),2008,23.1,1807.5
Annual,Percentage,Females,European Union - 27 countries (from 2020),2009,22.9,1819.0
Annual,Percentage,Females,European Union - 27 countries (from 2020),2010,22.5,1840.5
Annual,Percentage,Females,European Union - 27 countries (from 2020),2011,16.9,2195.0
Annual,Percentage,Females,European Union - 27 countries (from 2020),2012,17.0,2188.5
Annual,Percentage,Females,European Union - 27 countries (from 2020),2013,16.7,2207.0
Annual,Percentage,Females,European Union - 27 countries (from 2020),2014,16.2,2241.5
Annual,Percentage,Females,European Union - 27 countries (from 2020),2015,16.5,2224.5
Annual,Percentage,Females,European Union - 27 countries (from 2020),2016,17.0,2188.5
Annual,Percentage,Females,European Union - 27 countries (from 2020),2017,17.2,2170.5
Annual,Percentage,Females,European Union - 27 countries (from 2020),2018,17.2,2170.5
Annual,Percentage,Females,European Union - 27 countries (from 2020),2019,17.8,2136.0
Annual,Percentage,Females,European Union - 27 countries (from 2020),2020,18.4,2101.5
Annual,Percentage,Females,European Union - 27 countries (from 2020),2021,19.1,2056.5
Annual,Percentage,Females,European Union - 27 countries (from 2020),2022,18.9,2075.5
Annual,Percentage,Females,European Union - 27 countries (from 2020),2023,19.4,2027.5
Annual,Percentage,Females,European Union - 27 countries (from 2020),2024,19.5,2018.0
Annual,Percentage,Females,Belgium,2004,15.1,2295.5
Annual,Percentage,Females,Belgium,2005,18.1,2114.5
Annual,Percentage,Females,Belgium,2006,17.2,2170.5
Annual,Percentage,Females,Belgium,2007,18.7,2086.0
Annual,Percentage,Females,Belgium,2008,17.3,2161.0
Annual,Percentage,Females,Belgium,2009,18.3,2105.5
Annual,Percentage,Females,Belgium,2010,19.1,2056.5
Annual,Percentage,Females,Belgium,2011,16.6,2214.5
Annual,Percentage,Females,Belgium,2012,17.1,2181.0
Annual,Percentage,Females,Belgium,2013,15.5,2273.5
Annual,Percentage,Females,Belgium,2014,15.2,2288.5
Annual,Percentage,Females,Belgium,2015,15.1,2295.5
Annual,Percentage,Females,Belgium,2016,14.1,2352.5
Annual,Percentage,Females,Belgium,2017,15.6,2267.0
Annual,Percentage,Females,Belgium,2018,16.8,2201.0
Annual,Percentage,Females,Belgium,2019,17.2,2170.5
Annual,Percentage,Females,Belgium,2020,17.4,2155.5
Annual,Percentage,Females,Belgium,2021,19.6,2010.5
Annual,Percentage,Females,Belgium,2022,18.7,2086.0
Annual,Percentage,Females,Belgium,2023,19.4,2027.5
Annual,Percentage,Females,Belgium,2024,19.0,2067.0
Annual,Percentage,Females,Bulgaria,2004,26.3,1688.0
Annual,Percentage,Females,Bulgaria,2005,26.4,1685.5
Annual,Percentage,Females,Bulgaria,2006,28.2,1631.0
Annual,Percentage,Females,Bulgaria,2007,28.9,1612.0
Annual,Percentage,Females,Bulgaria,2008,31.3,1550.5
Annual,Percentage,Females,Bulgaria,2009,30.6,1568.0
Annual,Percentage,Females,Bulgaria,2010,31.1,1558.0
Annual,Percentage,Females,Bulgaria,2011,33.2,1512.0
Annual,Percentage,Females,Bulgaria,2012,32.5,1527.0
Annual,Percentage,Females,Bulgaria,2013,29.9,1584.0
Annual,Percentage,Females,Bulgaria,2014,31.8,1543.0
Annual,Percentage,Females,Bulgaria,2015,31.1,1558.0
Annual,Percentage,Females,Bulgaria,2016,29.2,1603.5
Annual,Percentage,Females,Bulgaria,2017,29.3,1600.5
Annual,Percentage,Females,Bulgaria,2018,30.2,1578.5
Annual,Percentage,Females,Bulgaria,2019,28.3,1627.0
Annual,Percentage,Females,Bulgaria,2020,28.4,1624.5
Annual,Percentage,Females,Bulgaria,2021,28.2,1631.0
Annual,Percentage,Females,Bulgaria,2022,28.9,1612.0
Annual,Percentage,Females,Bulgaria,2023,29.1,1607.0
Annual,Percentage,Females,Bulgaria,2024,27.0,1665.5
Annual,Percentage,Females,Czechia,2004,26.5,1683.0
Annual,Percentage,Females,Czechia,2005,28.3,1627.0
Annual,Percentage,Females,Czechia,2006,28.9,1612.0
Annual,Percentage,Females,Czechia,2007,28.6,1618.5
Annual,Percentage,Females,Czechia,2008,27.8,1639.5
Annual,Percentage,Females,Czechia,2009,23.5,1788.0
Annual,Percentage,Females,Czechia,2010,21.3,1903.5
Annual,Percentage,Females,Czechia,2011,10.7,2444.0
Annual,Percentage,Females,Czechia,2012,11.0,2437.5
Annual,Percentage,Females,Czechia,2013,10.6,2446.5
Annual,Percentage,Females,Czechia,2014,9.9,2468.5
Annual,Percentage,Females,Czechia,2015,9.8,2470.5
Annual,Percentage,Females,Czechia,2016,10.0,2465.0
Annual,Percentage,Females,Czechia,2017,10.1,2460.5
Annual,Percentage,Females,Czechia,2018,9.7,2473.5
Annual,Percentage,Females,Czechia,2019,10.2,2457.5
Annual,Percentage,Females,Czechia,2020,10.3,2455.0
Annual,Percentage,Females,Czechia,2021,10.0,2465.0
Annual,Percentage,Females,Czechia,2022,10.9,2439.5
Annual,Percentage,Females,Czechia,2023,12.4,2410.5
Annual,Percentage,Females,Czechia,2024,13.0,2398.0
Annual,Percentage,Females,Denmark,2004,23.0,1814.0
Annual,Percentage,Females,Denmark,2005,22.8,1823.0
Annual,Percentage,Females,Denmark,2006,22.1,1861.0
Annual,Percentage,Females,Denmark,2007,24.9,1725.0
Annual,Percentage,Females,Denmark,2008,22.6,1835.0
Annual,Percentage,Females,Denmark,2009,22.4,1846.0
Annual,Percentage,Females,Denmark,2010,22.3,1851.0
Annual,Percentage,Females,Denmark,2011,19.6,2010.5
Annual,Percentage,Females,Denmark,2012,19.1,2056.5
Annual,Percentage,Females,Denmark,2013,18.9,2075.5
Annual,Percentage,Females,Denmark,2014,18.1,2114.5
Annual,Percentage,Females,Denmark,2015,20.3,1971.0
Annual,Percentage,Females,Denmark,2016,21.0,1921.0
Annual,Percentage,Females,Denmark,2017,20.2,1976.5
Annual,Percentage,Females,Denmark,2018,20.4,1964.0
Annual,Percentage,Females,Denmark,2019,21.6,1884.0
Annual,Percentage,Females,Denmark,2020,22.9,1819.0
Annual,Percentage,Females,Denmark,2021,22.8,1823.0
Annual,Percentage,Females,Denmark,2022,22.0,1865.5
Annual,Percentage,Females,Denmark,2023,22.6,1835.0
Annual,Percentage,Females,Denmark,2024,21.2,1909.5
Annual,Percentage,Females,Germany,2004,21.5,1891.0
Annual,Percentage,Females,Germany,2005,21.4,1897.5
Annual,Percentage,Females,Germany,2006,21.3,1903.5
Annual,Percentage,Females,Germany,2007,21.7,1877.5
Annual,Percentage,Females,Germany,2008,21.2,1909.5
Annual,Percentage,Females,Germany,2009,20.1,1981.5
Annual,Percentage,Females,Germany,2010,19.5,2018.0
Annual,Percentage,Females,Germany,2011,16.5,2224.5
Annual,Percentage,Females,Germany,2012,15.2,2288.5
Annual,Percentage,Females,Germany,2013,15.6,2267.0
Annual,Percentage,Females,Germany,2014,16.5,2224.5
Annual,Percentage,Females,Germany,2015,16.3,2236.5
Annual,Percentage,Females,Germany,2016,16.6,2214.5
Annual,Percentage,Females,Germany,2017,16.6,2214.5
Annual,Percentage,Females,Germany,2018,16.8,2201.0
Annual,Percentage,Females,Germany,2019,16.8,2201.0
Annual,Percentage,Females,Germany,2020,17.6,2143.5
Annual,Percentage,Females,Germany,2021,19.4,2027.5
Annual,Percentage,Females,Germany,2022,19.0,2067.0
Annual,Percentage,Females,Germany,2023,19.0,2067.0
Annual,Percentage,Females,Germany,2024,19.2,2046.0
Annual,Percentage,Females,Estonia,2005,44.1,1414.5
Annual,Percentage,Females,Estonia,2006,31.3,1550.5
Annual,Percentage,Females,Estonia,2007,35.2,1475.5
Annual,Percentage,Females,Estonia,2008,37.4,1457.5
Annual,Percentage,Females,Estonia,2009,40.0,1440.5
Annual,Percentage,Females,Estonia,2010,39.3,1443.5
Annual,Percentage,Females,Estonia,2011,23.7,1775.0
Annual,Percentage,Females,Estonia,2012,26.2,1692.0
Annual,Percentage,Females,Estonia,2013,20.7,1947.0
Annual,Percentage,Females,Estonia,2014,19.4,2027.5
Annual,Percentage,Females,Estonia,2015,22.4,1846.0
Annual,Percentage,Females,Estonia,2016,20.5,1957.5
Annual,Percentage,Females,Estonia,2017,20.3,1971.0
Annual,Percentage,Females,Estonia,2018,22.5,1840.5
Annual,Percentage,Females,Estonia,2019,23.8,1769.5
Annual,Percentage,Females,Estonia,2020,22.7,1829.0
Annual,Percentage,Females,Estonia,2021,22.6,1835.0
Annual,Percentage,Females,Estonia,2022,24.5,1734.0
Annual,Percentage,Females,Estonia,2023,26.8,1674.0
Annual,Percentage,Females,Estonia,2024,27.6,1644.5
Annual,Percentage,Females,Ireland,2004,35.6,1472.0
Annual,Percentage,Females,Ireland,2005,34.1,1488.0
Annual,Percentage,Females,Ireland,2006,34.9,1479.5
Annual,Percentage,Females,Ireland,2007,32.6,1522.5
Annual,Percentage,Females,Ireland,2008,32.3,1531.5
Annual,Percentage,Females,Ireland,2009,32.6,1522.5
Annual,Percentage,Females,Ireland,2010,31.4,1548.0
Annual,Percentage,Females,Ireland,2011,24.2,1747.5
Annual,Percentage,Females,Ireland,2012,23.0,1814.0
Annual,Percentage,Females,Ireland,2013,23.3,1797.5
Annual,Percentage,Females,Ireland,2014,21.1,1915.5
Annual,Percentage,Females,Ireland,2015,20.2,1976.5
Annual,Percentage,Females,Ireland,2016,21.5,1891.0
Annual,Percentage,Females,Ireland,2017,21.1,1915.5
Annual,Percentage,Females,Ireland,2018,18.6,2091.5
Annual,Percentage,Females,Ireland,2019,21.4,1897.5
Annual,Percentage,Females,Ireland,2020,20.6,1952.0
Annual,Percentage,Females,Ireland,2021,20.3,1971.0
Annual,Percentage,Females,Ireland,2022,22.0,1865.5
Annual,Percentage,Females,Ireland,2023,24.3,1742.5
Annual,Percentage,Females,Ireland,2024,24.4,1738.0
Annual,Percentage,Females,Greece,2004,33.1,1513.0
Annual,Percentage,Females,Greece,2005,34.9,1479.5
Annual,Percentage,Females,Greece,2006,35.0,1478.0
Annual,Percentage,Females,Greece,2007,36.6,1465.5
Annual,Percentage,Females,Greece,2008,38.3,1449.0
Annual,Percentage,Females,Greece,2009,37.4,1457.5
Annual,Percentage,Females,Greece,2010,36.5,1467.5
Annual,Percentage,Females,Greece,2011,18.4,2101.5
Annual,Percentage,Females,Greece,2012,20.8,1940.5
Annual,Percentage,Females,Greece,2013,20.6,1952.0
Annual,Percentage,Females,Greece,2014,20.1,1981.5
Annual,Percentage,Females,Greece,2015,16.1,2246.5
Annual,Percentage,Females,Greece,2016,16.3,2236.5
Annual,Percentage,Females,Greece,2017,15.1,2295.5
Annual,Percentage,Females,Greece,2018,14.8,2309.5
Annual,Percentage,Females,Greece,2019,19.3,2037.0
Annual,Percentage,Females,Greece,2020,25.8,1705.5
Annual,Percentage,Females,Greece,2021,21.0,1921.0
Annual,Percentage,Females,Greece,2022,20.3,1971.0
Annual,Percentage,Females,Greece,2023,19.8,2000.0
Annual,Percentage,Females,Greece,2024,16.0,2253.5
Annual,Percentage,Females,Spain,2004,22.1,1861.0
Annual,Percentage,Females,Spain,2005,22.7,1829.0
Annual,Percentage,Females,Spain,2006,22.6,1835.0
Annual,Percentage,Females,Spain,2007,23.3,1797.5
Annual,Percentage,Females,Spain,2008,23.5,1788.0
Annual,Percentage,Females,Spain,2009,22.7,1829.0
Annual,Percentage,Females,Spain,2010,22.7,1829.0
Annual,Percentage,Females,Spain,2011,19.1,2056.5
Annual,Percentage,Females,Spain,2012,18.6,2091.5
Annual,Percentage,Females,Spain,2013,19.1,2056.5
Annual,Percentage,Females,Spain,2014,18.3,2105.5
Annual,Percentage,Females,Spain,2015,17.9,2129.5
Annual,Percentage,Females,Spain,2016,17.2,2170.5
Annual,Percentage,Females,Spain,2017,16.5,2224.5
Annual,Percentage,Females,Spain,2018,17.3,2161.0
Annual,Percentage,Females,Spain,2019,19.0,2067.0
Annual,Percentage,Females,Spain,2020,19.0,2067.0
Annual,Percentage,Females,Spain,2021,19.4,2027.5
Annual,Percentage,Females,Spain,2022,18.1,2114.5
Annual,Percentage,Females,Spain,2023,19.5,2018.0
Annual,Percentage,Females,Spain,2024,19.6,2010.5
Annual,Percentage,Females,France,2004,23.6,1781.5
Annual,Percentage,Females,France,2005,20.9,1930.0
Annual,Percentage,Females,France,2006,21.9,1869.5
Annual,Percentage,Females,France,2007,20.9,1930.0
Annual,Percentage,Females,France,2008,21.2,1909.5
Annual,Percentage,Females,France,2009,22.3,1851.0
Annual,Percentage,Females,France,2010,22.2,1856.0
Annual,Percentage,Females,France,2011,19.5,2018.0
Annual,Percentage,Females,France,2012,20.0,1989.5
Annual,Percentage,Females,France,2013,19.5,2018.0
Annual,Percentage,Females,France,2014,16.9,2195.0
Annual,Percentage,Females,France,2015,15.8,2259.0
Annual,Percentage,Females,France,2016,17.6,2143.5
Annual,Percentage,Females,France,2017,18.5,2097.0
Annual,Percentage,Females,France,2018,19.2,2046.0
Annual,Percentage,Females,France,2019,19.7,2005.0
Annual,Percentage,Females,France,2020,20.1,1981.5
Annual,Percentage,Females,France,2021,20.9,1930.0
Annual,Percentage,Females,France,2022,19.0,2067.0
Annual,Percentage,Females,France,2023,20.1,1981.5
Annual,Percentage,Females,France,2024,19.3,2037.0
Annual,Percentage,Females,Croatia,2004,21.8,1873.0
Annual,Percentage,Females,Croatia,2005,21.1,1915.5
Annual,Percentage,Females,Croatia,2006,25.6,1711.0
Annual,Percentage,Females,Croatia,2007,19.0,2067.0
Annual,Percentage,Females,Croatia,2008,21.5,1891.0
Annual,Percentage,Females,Croatia,2009,20.8,1940.5
Annual,Percentage,Females,Croatia,2010,23.1,1807.5
Annual,Percentage,Females,Croatia,2011,13.9,2364.0
Annual,Percentage,Females,Croatia,2012,16.3,2236.5
Annual,Percentage,Females,Croatia,2013,18.7,2086.0
Annual,Percentage,Females,Croatia,2014,14.4,2329.0
Annual,Percentage,Females,Croatia,2015,16.3,2236.5
Annual,Percentage,Females,Croatia,2016,13.9,2364.0
Annual,Percentage,Females,Croatia,2017,14.8,2309.5
Annual,Percentage,Females,Croatia,2018,17.9,2129.5
Annual,Percentage,Females,Croatia,2019,21.4,1897.5
Annual,Percentage,Females,Croatia,2020,19.4,2027.5
Annual,Percentage,Females,Croatia,2021,21.5,1891.0
Annual,Percentage,Females,Croatia,2022,14.1,2352.5
Annual,Percentage,Females,Croatia,2023,17.5,2150.0
Annual,Percentage,Females,Croatia,2024,21.5,1891.0
Annual,Percentage,Females,Italy,2004,17.8,2136.0
Annual,Percentage,Females,Italy,2005,17.4,2155.5
Annual,Percentage,Females,Italy,2006,18.1,2114.5
Annual,Percentage,Females,Italy,2007,17.6,2143.5
Annual,Percentage,Females,Italy,2008,17.2,2170.5
Annual,Percentage,Females,Italy,2009,17.2,2170.5
Annual,Percentage,Females,Italy,2010,16.7,2207.0
Annual,Percentage,Females,Italy,2011,14.7,2313.5
Annual,Percentage,Females,Italy,2012,16.3,2236.5
Annual,Percentage,Females,Italy,2013,14.4,2329.0
Annual,Percentage,Females,Italy,2014,14.3,2338.5
Annual,Percentage,Females,Italy,2015,14.8,2309.5
Annual,Percentage,Females,Italy,2016,15.5,2273.5
Annual,Percentage,Females,Italy,2017,16.1,2246.5
Annual,Percentage,Females,Italy,2018,15.1,2295.5
Annual,Percentage,Females,Italy,2019,15.1,2295.5
Annual,Percentage,Females,Italy,2020,15.6,2267.0
Annual,Percentage,Females,Italy,2021,16.1,2246.5
Annual,Percentage,Females,Italy,2022,16.0,2253.5
Annual,Percentage,Females,Italy,2023,15.7,2262.0
Annual,Percentage,Females,Italy,2024,17.1,2181.0
Annual,Percentage,Females,Cyprus,2004,13.4,2384.0
Annual,Percentage,Females,Cyprus,2005,20.9,1930.0
Annual,Percentage,Females,Cyprus,2006,18.5,2097.0
Annual,Percentage,Females,Cyprus,2007,19.3,2037.0
Annual,Percentage,Females,Cyprus,2008,15.1,2295.5
Annual,Percentage,Females,Cyprus,2009,15.5,2273.5
Annual,Percentage,Females,Cyprus,2010,18.1,2114.5
Annual,Percentage,Females,Cyprus,2011,20.0,1989.5
Annual,Percentage,Females,Cyprus,2012,18.6,2091.5
Annual,Percentage,Females,Cyprus,2013,16.3,2236.5
Annual,Percentage,Females,Cyprus,2014,15.6,2267.0
Annual,Percentage,Females,Cyprus,2015,20.8,1940.5
Annual,Percentage,Females,Cyprus,2016,23.7,1775.0
Annual,Percentage,Females,Cyprus,2017,18.2,2109.0
Annual,Percentage,Females,Cyprus,2018,18.9,2075.5
Annual,Percentage,Females,Cyprus,2019,18.0,2122.0
Annual,Percentage,Females,Cyprus,2020,17.8,2136.0
Annual,Percentage,Females,Cyprus,2021,19.2,2046.0
Annual,Percentage,Females,Cyprus,2022,21.7,1877.5
Annual,Percentage,Females,Cyprus,2023,23.6,1781.5
Annual,Percentage,Females,Cyprus,2024,23.7,1775.0
Annual,Percentage,Females,Latvia,2004,31.7,1545.5
Annual,Percentage,Females,Latvia,2005,44.1,1414.5
Annual,Percentage,Females,Latvia,2006,29.7,1590.5
Annual,Percentage,Females,Latvia,2007,28.8,1614.5
Annual,Percentage,Females,Latvia,2008,30.6,1568.0
Annual,Percentage,Females,Latvia,2009,30.0,1582.0
Annual,Percentage,Females,Latvia,2010,29.8,1587.5
Annual,Percentage,Females,Latvia,2011,24.2,1747.5
Annual,Percentage,Females,Latvia,2012,21.2,1909.5
Annual,Percentage,Females,Latvia,2013,23.2,1802.0
Annual,Percentage,Females,Latvia,2014,26.1,1696.0
Annual,Percentage,Females,Latvia,2015,27.6,1644.5
Annual,Percentage,Females,Latvia,2016,26.7,1678.0
Annual,Percentage,Females,Latvia,2017,25.7,1708.5
Annual,Percentage,Females,Latvia,2018,20.1,1981.5
Annual,Percentage,Females,Latvia,2019,24.1,1754.0
Annual,Percentage,Females,Latvia,2020,23.5,1788.0
Annual,Percentage,Females,Latvia,2021,22.5,1840.5
Annual,Percentage,Females,Latvia,2022,22.8,1823.0
Annual,Percentage,Females,Latvia,2023,23.9,1764.5
Annual,Percentage,Females,Latvia,2024,26.8,1674.0
Annual,Percentage,Females,Lithuania,2004,37.6,1455.0
Annual,Percentage,Females,Lithuania,2005,33.8,1497.0
Annual,Percentage,Females,Lithuania,2007,29.8,1587.5
Annual,Percentage,Females,Lithuania,2008,44.6,1409.0
Annual,Percentage,Females,Lithuania,2009,34.6,1484.5
Annual,Percentage,Females,Lithuania,2010,32.4,1529.0
Annual,Percentage,Females,Lithuania,2011,19.6,2010.5
Annual,Percentage,Females,Lithuania,2012,22.7,1829.0
Annual,Percentage,Females,Lithuania,2013,17.9,2129.5
Annual,Percentage,Females,Lithuania,2014,17.0,2188.5
Annual,Percentage,Females,Lithuania,2015,20.5,1957.5
Annual,Percentage,Females,Lithuania,2016,25.0,1721.0
Annual,Percentage,Females,Lithuania,2017,25.9,1702.0
Annual,Percentage,Females,Lithuania,2018,25.8,1705.5
Annual,Percentage,Females,Lithuania,2019,24.3,1742.5
Annual,Percentage,Females,Lithuania,2020,23.7,1775.0
Annual,Percentage,Females,Lithuania,2021,23.7,1775.0
Annual,Percentage,Females,Lithuania,2022,23.0,1814.0
Annual,Percentage,Females,Lithuania,2023,20.0,1989.5
Annual,Percentage,Females,Lithuania,2024,18.2,2109.0
Annual,Percentage,Females,Luxembourg,2004,14.0,2359.0
Annual,Percentage,Females,Luxembourg,2005,24.2,1747.5
Annual,Percentage,Females,Luxembourg,2006,11.9,2421.5
Annual,Percentage,Females,Luxembourg,2007,15.6,2267.0
Annual,Percentage,Females,Luxembourg,2008,7.9,2533.5
Annual,Percentage,Females,Luxembourg,2009,15.3,2282.0
Annual,Percentage,Females,Luxembourg,2010,13.7,2369.5
Annual,Percentage,Females,Luxembourg,2011,12.6,2403.5
Annual,Percentage,Females,Luxembourg,2012,10.4,2452.0
Annual,Percentage,Females,Luxembourg,2013,12.2,2415.0
Annual,Percentage,Females,Luxembourg,2014,11.7,2425.5
Annual,Percentage,Females,Luxembourg,2015,13.7,2369.5
Annual,Percentage,Females,Luxembourg,2016,12.5,2407.0
Annual,Percentage,Females,Luxembourg,2017,11.5,2430.0
Annual,Percentage,Females,Luxembourg,2018,13.6,2374.0
Annual,Percentage,Females,Luxembourg,2019,15.5,2273.5
Annual,Percentage,Females,Luxembourg,2020,20.0,1989.5
Annual,Percentage,Females,Luxembourg,2021,19.7,2005.0
Annual,Percentage,Females,Luxembourg,2022,20.7,1947.0
Annual,Percentage,Females,Luxembourg,2023,22.5,1840.5
Annual,Percentage,Females,Luxembourg,2024,17.4,2155.5
Annual,Percentage,Females,Hungary,2004,38.4,1447.0
Annual,Percentage,Females,Hungary,2005,37.6,1455.0
Annual,Percentage,Females,Hungary,2006,33.0,1515.0
Annual,Percentage,Females,Hungary,2007,32.6,1522.5
Annual,Percentage,Females,Hungary,2008,33.8,1497.0
Annual,Percentage,Females,Hungary,2009,36.0,1469.0
Annual,Percentage,Females,Hungary,2010,38.4,1447.0
Annual,Percentage,Females,Hungary,2011,9.5,2480.0
Annual,Percentage,Females,Hungary,2012,10.8,2442.0
Annual,Percentage,Females,Hungary,2013,10.4,2452.0
Annual,Percentage,Females,Hungary,2014,11.7,2425.5
Annual,Percentage,Females,Hungary,2015,12.1,2417.5
Annual,Percentage,Females,Hungary,2016,13.2,2393.0
Annual,Percentage,Females,Hungary,2017,9.1,2492.5
Annual,Percentage,Females,Hungary,2018,8.5,2513.0
Annual,Percentage,Females,Hungary,2019,10.6,2446.5
