Time frequency,Unit of measure,Sex,Geopolitical entity (reporting),Time,Value,Ranking
Annual,Percentage,Males,Denmark,2010,77.7,1024.5
Annual,Percentage,Males,Denmark,2011,80.4,898.5
Annual,Percentage,Males,Denmark,2012,80.9,861.0
Annual,Percentage,Males,Denmark,2013,81.1,843.0
Annual,Percentage,Males,Denmark,2014,81.9,810.5
Annual,Percentage,Males,Denmark,2015,79.7,927.5
Annual,Percentage,Males,Denmark,2016,79.0,967.0
Annual,Percentage,Males,Denmark,2017,79.8,923.0
Annual,Percentage,Males,Denmark,2018,79.6,933.0
Annual,Percentage,Males,Denmark,2019,78.4,1000.5
Annual,Percentage,Males,Denmark,2020,77.1,1051.0
Annual,Percentage,Males,Denmark,2021,77.2,1047.5
Annual,Percentage,Males,Denmark,2022,78.0,1014.0
Annual,Percentage,Males,Denmark,2023,77.4,1036.5
Annual,Percentage,Males,Denmark,2024,78.8,977.5
Annual,Percentage,Males,Germany,2004,78.5,995.5
Annual,Percentage,Males,Germany,2005,78.6,989.5
Annual,Percentage,Males,Germany,2006,78.7,983.5
Annual,Percentage,Males,Germany,2007,78.3,1005.0
Annual,Percentage,Males,Germany,2008,78.8,977.5
Annual,Percentage,Males,Germany,2009,79.9,919.0
Annual,Percentage,Males,Germany,2010,80.5,891.5
Annual,Percentage,Males,Germany,2011,83.5,713.5
Annual,Percentage,Males,Germany,2012,84.8,660.5
Annual,Percentage,Males,Germany,2013,84.4,677.0
Annual,Percentage,Males,Germany,2014,83.5,713.5
Annual,Percentage,Males,Germany,2015,83.7,703.5
Annual,Percentage,Males,Germany,2016,83.4,721.0
Annual,Percentage,Males,Germany,2017,83.4,721.0
Annual,Percentage,Males,Germany,2018,83.2,731.5
Annual,Percentage,Males,Germany,2019,83.2,731.5
Annual,Percentage,Males,Germany,2020,82.4,782.0
Annual,Percentage,Males,Germany,2021,80.6,882.5
Annual,Percentage,Males,Germany,2022,81.0,850.5
Annual,Percentage,Males,Germany,2023,81.0,850.5
Annual,Percentage,Males,Germany,2024,80.8,869.5
Annual,Percentage,Males,Estonia,2004,75.5,1114.5
Annual,Percentage,Males,Estonia,2005,55.9,1317.5
Annual,Percentage,Males,Estonia,2006,68.7,1213.0
Annual,Percentage,Males,Estonia,2007,64.8,1257.5
Annual,Percentage,Males,Estonia,2008,62.6,1270.5
Annual,Percentage,Males,Estonia,2009,60.0,1290.0
Annual,Percentage,Males,Estonia,2010,60.7,1285.0
Annual,Percentage,Males,Estonia,2011,76.3,1081.5
Annual,Percentage,Males,Estonia,2012,73.8,1139.5
Annual,Percentage,Males,Estonia,2013,79.3,945.5
Annual,Percentage,Males,Estonia,2014,80.6,882.5
Annual,Percentage,Males,Estonia,2015,77.6,1028.0
Annual,Percentage,Males,Estonia,2016,79.5,938.0
Annual,Percentage,Males,Estonia,2017,79.7,927.5
Annual,Percentage,Males,Estonia,2018,77.5,1032.0
Annual,Percentage,Males,Estonia,2019,76.2,1087.0
Annual,Percentage,Males,Estonia,2020,77.3,1042.0
Annual,Percentage,Males,Estonia,2021,77.4,1036.5
Annual,Percentage,Males,Estonia,2022,75.5,1114.5
Annual,Percentage,Males,Estonia,2023,73.2,1150.5
Annual,Percentage,Males,Estonia,2024,72.4,1160.5
Annual,Percentage,Males,Ireland,2004,64.4,1260.0
Annual,Percentage,Males,Ireland,2005,65.9,1249.0
Annual,Percentage,Males,Ireland,2006,65.1,1252.5
Annual,Percentage,Males,Ireland,2007,67.4,1232.0
Annual,Percentage,Males,Ireland,2008,67.7,1225.5
Annual,Percentage,Males,Ireland,2009,67.4,1232.0
Annual,Percentage,Males,Ireland,2010,68.6,1215.0
Annual,Percentage,Males,Ireland,2011,75.8,1103.5
Annual,Percentage,Males,Ireland,2012,77.0,1055.5
Annual,Percentage,Males,Ireland,2013,76.7,1067.5
Annual,Percentage,Males,Ireland,2014,78.9,971.5
Annual,Percentage,Males,Ireland,2015,79.8,923.0
Annual,Percentage,Males,Ireland,2016,78.5,995.5
Annual,Percentage,Males,Ireland,2017,78.9,971.5
Annual,Percentage,Males,Ireland,2018,81.4,829.0
Annual,Percentage,Males,Ireland,2019,78.6,989.5
Annual,Percentage,Males,Ireland,2020,79.4,942.0
Annual,Percentage,Males,Ireland,2021,79.7,927.5
Annual,Percentage,Males,Ireland,2022,78.0,1014.0
Annual,Percentage,Males,Ireland,2023,75.7,1107.5
Annual,Percentage,Males,Ireland,2024,75.6,1111.5
Annual,Percentage,Males,Greece,2004,66.9,1240.0
Annual,Percentage,Males,Greece,2005,65.1,1252.5
Annual,Percentage,Males,Greece,2006,65.0,1254.5
Annual,Percentage,Males,Greece,2007,63.4,1267.5
Annual,Percentage,Males,Greece,2008,61.7,1277.0
Annual,Percentage,Males,Greece,2009,62.6,1270.5
Annual,Percentage,Males,Greece,2010,63.5,1265.5
Annual,Percentage,Males,Greece,2011,81.6,821.0
Annual,Percentage,Males,Greece,2012,79.2,951.0
Annual,Percentage,Males,Greece,2013,79.4,942.0
Annual,Percentage,Males,Greece,2014,79.9,919.0
Annual,Percentage,Males,Greece,2015,83.9,695.5
Annual,Percentage,Males,Greece,2016,83.7,703.5
Annual,Percentage,Males,Greece,2017,84.9,654.0
Annual,Percentage,Males,Greece,2018,85.2,642.0
Annual,Percentage,Males,Greece,2019,80.7,875.0
Annual,Percentage,Males,Greece,2020,74.2,1131.5
Annual,Percentage,Males,Greece,2021,79.0,967.0
Annual,Percentage,Males,Greece,2022,79.7,927.5
Annual,Percentage,Males,Greece,2023,80.2,905.5
Annual,Percentage,Males,Greece,2024,84.0,690.5
Annual,Percentage,Males,Spain,2004,77.9,1017.5
Annual,Percentage,Males,Spain,2005,77.3,1042.0
Annual,Percentage,Males,Spain,2006,77.4,1036.5
Annual,Percentage,Males,Spain,2007,76.7,1067.5
Annual,Percentage,Males,Spain,2008,76.5,1073.0
Annual,Percentage,Males,Spain,2009,77.3,1042.0
Annual,Percentage,Males,Spain,2010,77.3,1042.0
Annual,Percentage,Males,Spain,2011,80.9,861.0
Annual,Percentage,Males,Spain,2012,81.4,829.0
Annual,Percentage,Males,Spain,2013,80.9,861.0
Annual,Percentage,Males,Spain,2014,81.7,818.0
Annual,Percentage,Males,Spain,2015,82.1,796.5
Annual,Percentage,Males,Spain,2016,82.8,759.0
Annual,Percentage,Males,Spain,2017,83.5,713.5
Annual,Percentage,Males,Spain,2018,82.7,767.5
Annual,Percentage,Males,Spain,2019,81.0,850.5
Annual,Percentage,Males,Spain,2020,81.0,850.5
Annual,Percentage,Males,Spain,2021,80.6,882.5
Annual,Percentage,Males,Spain,2022,81.9,810.5
Annual,Percentage,Males,Spain,2023,80.5,891.5
Annual,Percentage,Males,Spain,2024,80.4,898.5
Annual,Percentage,Males,France,2004,76.4,1076.5
Annual,Percentage,Males,France,2005,79.1,960.0
Annual,Percentage,Males,France,2006,78.1,1011.5
Annual,Percentage,Males,France,2007,79.1,960.0
Annual,Percentage,Males,France,2008,78.8,977.5
Annual,Percentage,Males,France,2009,77.7,1024.5
Annual,Percentage,Males,France,2010,77.8,1021.0
Annual,Percentage,Males,France,2011,80.5,891.5
Annual,Percentage,Males,France,2012,80.0,912.5
Annual,Percentage,Males,France,2013,80.5,891.5
Annual,Percentage,Males,France,2014,83.1,736.0
Annual,Percentage,Males,France,2015,84.2,685.0
Annual,Percentage,Males,France,2016,82.4,782.0
Annual,Percentage,Males,France,2017,81.5,824.5
Annual,Percentage,Males,France,2018,80.8,869.5
Annual,Percentage,Males,France,2019,80.3,903.0
Annual,Percentage,Males,France,2020,79.9,919.0
Annual,Percentage,Males,France,2021,79.1,960.0
Annual,Percentage,Males,France,2022,81.0,850.5
Annual,Percentage,Males,France,2023,79.9,919.0
Annual,Percentage,Males,France,2024,80.7,875.0
Annual,Percentage,Males,Croatia,2004,78.2,1009.0
Annual,Percentage,Males,Croatia,2005,78.9,971.5
Annual,Percentage,Males,Croatia,2006,74.4,1128.0
Annual,Percentage,Males,Croatia,2007,81.0,850.5
Annual,Percentage,Males,Croatia,2008,78.5,995.5
Annual,Percentage,Males,Croatia,2009,79.2,951.0
Annual,Percentage,Males,Croatia,2010,76.9,1060.5
Annual,Percentage,Males,Croatia,2011,86.1,607.5
Annual,Percentage,Males,Croatia,2012,83.7,703.5
Annual,Percentage,Males,Croatia,2013,81.3,834.5
Annual,Percentage,Males,Croatia,2014,85.6,630.5
Annual,Percentage,Males,Croatia,2015,83.7,703.5
Annual,Percentage,Males,Croatia,2016,86.1,607.5
Annual,Percentage,Males,Croatia,2017,85.2,642.0
Annual,Percentage,Males,Croatia,2018,82.1,796.5
Annual,Percentage,Males,Croatia,2019,78.6,989.5
Annual,Percentage,Males,Croatia,2020,80.6,882.5
Annual,Percentage,Males,Croatia,2021,78.5,995.5
Annual,Percentage,Males,Croatia,2022,85.9,615.5
Annual,Percentage,Males,Croatia,2023,82.5,776.5
Annual,Percentage,Males,Croatia,2024,78.5,995.5
Annual,Percentage,Males,Italy,2004,82.2,789.5
Annual,Percentage,Males,Italy,2005,82.6,772.0
Annual,Percentage,Males,Italy,2006,81.9,810.5
Annual,Percentage,Males,Italy,2007,82.4,782.0
Annual,Percentage,Males,Italy,2008,82.8,759.0
Annual,Percentage,Males,Italy,2009,82.8,759.0
Annual,Percentage,Males,Italy,2010,83.3,727.5
Annual,Percentage,Males,Italy,2011,85.3,638.5
Annual,Percentage,Males,Italy,2012,83.7,703.5
Annual,Percentage,Males,Italy,2013,85.6,630.5
Annual,Percentage,Males,Italy,2014,85.7,624.5
Annual,Percentage,Males,Italy,2015,85.2,642.0
Annual,Percentage,Males,Italy,2016,84.5,670.5
Annual,Percentage,Males,Italy,2017,83.9,695.5
Annual,Percentage,Males,Italy,2018,84.9,654.0
Annual,Percentage,Males,Italy,2019,84.9,654.0
Annual,Percentage,Males,Italy,2020,84.4,677.0
Annual,Percentage,Males,Italy,2021,83.9,695.5
Annual,Percentage,Males,Italy,2022,84.0,690.5
Annual,Percentage,Males,Italy,2023,84.3,682.0
Annual,Percentage,Males,Italy,2024,82.9,749.0
Annual,Percentage,Males,Cyprus,2004,86.6,591.0
Annual,Percentage,Males,Cyprus,2005,79.1,960.0
Annual,Percentage,Males,Cyprus,2006,81.5,824.5
Annual,Percentage,Males,Cyprus,2007,80.7,875.0
Annual,Percentage,Males,Cyprus,2008,84.9,654.0
Annual,Percentage,Males,Cyprus,2009,84.5,670.5
Annual,Percentage,Males,Cyprus,2010,81.9,810.5
Annual,Percentage,Males,Cyprus,2011,80.0,912.5
Annual,Percentage,Males,Cyprus,2012,81.4,829.0
Annual,Percentage,Males,Cyprus,2013,83.7,703.5
Annual,Percentage,Males,Cyprus,2014,84.4,677.0
Annual,Percentage,Males,Cyprus,2015,79.2,951.0
Annual,Percentage,Males,Cyprus,2016,76.3,1081.5
Annual,Percentage,Males,Cyprus,2017,81.8,815.5
Annual,Percentage,Males,Cyprus,2018,81.1,843.0
Annual,Percentage,Males,Cyprus,2019,82.0,803.5
Annual,Percentage,Males,Cyprus,2020,82.2,789.5
Annual,Percentage,Males,Cyprus,2021,80.8,869.5
Annual,Percentage,Males,Cyprus,2022,78.3,1005.0
Annual,Percentage,Males,Cyprus,2023,76.4,1076.5
Annual,Percentage,Males,Cyprus,2024,76.3,1081.5
Annual,Percentage,Males,Latvia,2004,68.3,1217.0
Annual,Percentage,Males,Latvia,2005,55.9,1317.5
Annual,Percentage,Males,Latvia,2006,70.3,1191.0
Annual,Percentage,Males,Latvia,2007,71.2,1177.5
Annual,Percentage,Males,Latvia,2008,69.4,1202.5
Annual,Percentage,Males,Latvia,2009,70.0,1196.0
Annual,Percentage,Males,Latvia,2010,70.2,1193.0
Annual,Percentage,Males,Latvia,2011,75.8,1103.5
Annual,Percentage,Males,Latvia,2012,78.8,977.5
Annual,Percentage,Males,Latvia,2013,76.8,1064.0
Annual,Percentage,Males,Latvia,2014,73.9,1136.5
Annual,Percentage,Males,Latvia,2015,72.4,1160.5
Annual,Percentage,Males,Latvia,2016,73.3,1148.5
Annual,Percentage,Males,Latvia,2017,74.3,1129.5
Annual,Percentage,Males,Latvia,2018,79.9,919.0
Annual,Percentage,Males,Latvia,2019,75.9,1098.5
Annual,Percentage,Males,Latvia,2020,76.5,1073.0
Annual,Percentage,Males,Latvia,2021,77.5,1032.0
Annual,Percentage,Males,Latvia,2022,77.2,1047.5
Annual,Percentage,Males,Latvia,2023,76.1,1091.0
Annual,Percentage,Males,Latvia,2024,73.2,1150.5
Annual,Percentage,Males,Lithuania,2004,62.4,1273.0
Annual,Percentage,Males,Lithuania,2005,66.2,1245.5
Annual,Percentage,Males,Lithuania,2006,67.3,1234.5
Annual,Percentage,Males,Lithuania,2007,70.2,1193.0
Annual,Percentage,Males,Lithuania,2008,55.4,1323.0
Annual,Percentage,Males,Lithuania,2009,65.4,1250.0
Annual,Percentage,Males,Lithuania,2010,67.6,1228.0
Annual,Percentage,Males,Lithuania,2011,80.4,898.5
Annual,Percentage,Males,Lithuania,2012,77.3,1042.0
Annual,Percentage,Males,Lithuania,2013,82.1,796.5
Annual,Percentage,Males,Lithuania,2014,83.0,742.0
Annual,Percentage,Males,Lithuania,2015,79.5,938.0
Annual,Percentage,Males,Lithuania,2016,75.0,1120.0
Annual,Percentage,Males,Lithuania,2017,74.1,1133.5
Annual,Percentage,Males,Lithuania,2018,74.2,1131.5
Annual,Percentage,Males,Lithuania,2019,75.7,1107.5
Annual,Percentage,Males,Lithuania,2020,76.3,1081.5
Annual,Percentage,Males,Lithuania,2021,76.3,1081.5
Annual,Percentage,Males,Lithuania,2022,77.0,1055.5
Annual,Percentage,Males,Lithuania,2023,80.0,912.5
Annual,Percentage,Males,Lithuania,2024,81.8,815.5
Annual,Percentage,Males,Luxembourg,2004,86.0,611.5
Annual,Percentage,Males,Luxembourg,2005,75.8,1103.5
Annual,Percentage,Males,Luxembourg,2006,88.1,564.0
Annual,Percentage,Males,Luxembourg,2007,84.4,677.0
Annual,Percentage,Males,Luxembourg,2008,92.1,525.0
Annual,Percentage,Males,Luxembourg,2009,84.7,665.0
Annual,Percentage,Males,Luxembourg,2010,86.3,603.0
Annual,Percentage,Males,Luxembourg,2011,87.4,574.5
Annual,Percentage,Males,Luxembourg,2012,89.6,547.0
Annual,Percentage,Males,Luxembourg,2013,87.8,569.0
Annual,Percentage,Males,Luxembourg,2014,88.3,562.5
Annual,Percentage,Males,Luxembourg,2015,86.3,603.0
Annual,Percentage,Males,Luxembourg,2016,87.5,573.0
Annual,Percentage,Males,Luxembourg,2017,88.5,560.5
Annual,Percentage,Males,Luxembourg,2018,86.4,599.0
Annual,Percentage,Males,Luxembourg,2019,84.5,670.5
Annual,Percentage,Males,Luxembourg,2020,80.0,912.5
Annual,Percentage,Males,Luxembourg,2021,80.3,903.0
Annual,Percentage,Males,Luxembourg,2022,79.3,945.5
Annual,Percentage,Males,Luxembourg,2023,77.5,1032.0
Annual,Percentage,Males,Luxembourg,2024,82.6,772.0
Annual,Percentage,Males,Hungary,2004,61.6,1278.5
Annual,Percentage,Males,Hungary,2005,62.4,1273.0
Annual,Percentage,Males,Hungary,2006,67.0,1238.5
Annual,Percentage,Males,Hungary,2007,67.4,1232.0
Annual,Percentage,Males,Hungary,2008,66.2,1245.5
Annual,Percentage,Males,Hungary,2009,64.0,1262.5
Annual,Percentage,Males,Hungary,2010,61.6,1278.5
Annual,Percentage,Males,Hungary,2011,90.5,533.0
Annual,Percentage,Males,Hungary,2012,89.2,554.5
Annual,Percentage,Males,Hungary,2013,89.6,547.0
Annual,Percentage,Males,Hungary,2014,88.3,562.5
Annual,Percentage,Males,Hungary,2015,87.9,567.0
Annual,Percentage,Males,Hungary,2016,86.8,585.0
Annual,Percentage,Males,Hungary,2017,90.9,530.5
Annual,Percentage,Males,Hungary,2018,91.5,529.0
Annual,Percentage,Males,Hungary,2019,89.4,551.0
Annual,Percentage,Males,Hungary,2020,87.9,567.0
Annual,Percentage,Males,Hungary,2021,86.5,595.0
Annual,Percentage,Males,Hungary,2022,86.7,587.5
Annual,Percentage,Males,Hungary,2023,84.7,665.0
Annual,Percentage,Males,Hungary,2024,84.8,660.5
Annual,Percentage,Males,Malta,2004,78.6,989.5
Annual,Percentage,Males,Malta,2005,82.0,803.5
Annual,Percentage,Males,Malta,2006,73.3,1148.5
Annual,Percentage,Males,Malta,2007,76.8,1064.0
Annual,Percentage,Males,Malta,2008,78.4,1000.5
Annual,Percentage,Males,Malta,2009,75.9,1098.5
Annual,Percentage,Males,Malta,2010,71.6,1172.5
Annual,Percentage,Males,Malta,2011,82.8,759.0
Annual,Percentage,Males,Malta,2012,89.6,547.0
Annual,Percentage,Males,Malta,2013,86.1,607.5
Annual,Percentage,Males,Malta,2014,84.8,660.5
Annual,Percentage,Males,Malta,2015,83.0,742.0
Annual,Percentage,Males,Malta,2016,87.7,570.0
Annual,Percentage,Males,Malta,2017,89.2,554.5
Annual,Percentage,Males,Malta,2018,82.0,803.5
Annual,Percentage,Males,Malta,2019,88.8,559.0
Annual,Percentage,Males,Malta,2020,89.5,549.0
Annual,Percentage,Males,Malta,2021,78.0,1014.0
Annual,Percentage,Males,Malta,2022,82.2,789.5
Annual,Percentage,Males,Malta,2023,86.5,595.0
Annual,Percentage,Males,Malta,2024,85.3,638.5
Annual,Percentage,Males,Netherlands,2004,86.4,599.0
Annual,Percentage,Males,Netherlands,2005,86.4,599.0
Annual,Percentage,Males,Netherlands,2006,84.5,670.5
Annual,Percentage,Males,Netherlands,2007,84.7,665.0
Annual,Percentage,Males,Netherlands,2008,84.4,677.0
Annual,Percentage,Males,Netherlands,2009,84.6,667.0
Annual,Percentage,Males,Netherlands,2010,85.4,636.5
Annual,Percentage,Males,Netherlands,2011,87.1,580.0
Annual,Percentage,Males,Netherlands,2012,86.9,582.5
Annual,Percentage,Males,Netherlands,2013,85.7,624.5
Annual,Percentage,Males,Netherlands,2014,86.8,585.0
Annual,Percentage,Males,Netherlands,2015,86.1,607.5
Annual,Percentage,Males,Netherlands,2016,85.0,649.0
Annual,Percentage,Males,Netherlands,2017,83.7,703.5
Annual,Percentage,Males,Netherlands,2018,84.1,687.5
Annual,Percentage,Males,Netherlands,2019,82.7,767.5
Annual,Percentage,Males,Netherlands,2020,82.4,782.0
Annual,Percentage,Males,Netherlands,2021,82.5,776.5
Annual,Percentage,Males,Netherlands,2022,80.6,882.5
Annual,Percentage,Males,Netherlands,2023,81.1,843.0
Annual,Percentage,Males,Netherlands,2024,81.3,834.5
Annual,Percentage,Males,Austria,2004,77.9,1017.5
Annual,Percentage,Males,Austria,2005,80.0,912.5
Annual,Percentage,Males,Austria,2006,80.3,903.0
Annual,Percentage,Males,Austria,2007,79.1,960.0
Annual,Percentage,Males,Austria,2008,82.4,782.0
Annual,Percentage,Males,Austria,2009,81.2,839.0
Annual,Percentage,Males,Austria,2010,80.9,861.0
Annual,Percentage,Males,Austria,2011,86.8,585.0
Annual,Percentage,Males,Austria,2012,83.2,731.5
Annual,Percentage,Males,Austria,2013,85.8,620.0
Annual,Percentage,Males,Austria,2014,86.6,591.0
Annual,Percentage,Males,Austria,2015,85.7,624.5
Annual,Percentage,Males,Austria,2016,82.9,749.0
Annual,Percentage,Males,Austria,2017,84.3,682.0
Annual,Percentage,Males,Austria,2018,81.6,821.0
Annual,Percentage,Males,Austria,2019,79.6,933.0
Annual,Percentage,Males,Austria,2020,79.7,927.5
Annual,Percentage,Males,Austria,2021,81.0,850.5
Annual,Percentage,Males,Austria,2022,80.7,875.0
Annual,Percentage,Males,Austria,2023,80.5,891.5
Annual,Percentage,Males,Austria,2024,78.9,971.5
Annual,Percentage,Males,Poland,2004,68.0,1220.5
Annual,Percentage,Males,Poland,2005,69.3,1206.0
Annual,Percentage,Males,Poland,2006,68.7,1213.0
Annual,Percentage,Males,Poland,2007,69.4,1202.5
Annual,Percentage,Males,Poland,2008,69.8,1197.5
Annual,Percentage,Males,Poland,2009,69.7,1199.0
Annual,Percentage,Males,Poland,2010,70.2,1193.0
Annual,Percentage,Males,Poland,2011,85.8,620.0
Annual,Percentage,Males,Poland,2012,83.9,695.5
Annual,Percentage,Males,Poland,2013,85.6,630.5
Annual,Percentage,Males,Poland,2014,85.9,615.5
Annual,Percentage,Males,Poland,2015,86.4,599.0
Annual,Percentage,Males,Poland,2016,85.4,636.5
Annual,Percentage,Males,Poland,2017,85.2,642.0
Annual,Percentage,Males,Poland,2018,86.0,611.5
Annual,Percentage,Males,Poland,2019,85.6,630.5
Annual,Percentage,Males,Poland,2020,84.8,660.5
Annual,Percentage,Males,Poland,2021,84.4,677.0
Annual,Percentage,Males,Poland,2022,83.3,727.5
Annual,Percentage,Males,Poland,2023,80.9,861.0
Annual,Percentage,Males,Poland,2024,82.5,776.5
Annual,Percentage,Males,Portugal,2004,71.0,1182.0
Annual,Percentage,Males,Portugal,2005,76.1,1091.0
Annual,Percentage,Males,Portugal,2006,77.3,1042.0
Annual,Percentage,Males,Portugal,2007,75.6,1111.5
Annual,Percentage,Males,Portugal,2008,79.1,960.0
Annual,Percentage,Males,Portugal,2009,74.7,1123.5
Annual,Percentage,Males,Portugal,2010,71.4,1175.5
Annual,Percentage,Males,Portugal,2011,82.0,803.5
Annual,Percentage,Males,Portugal,2012,85.6,630.5
Annual,Percentage,Males,Portugal,2013,86.3,603.0
Annual,Percentage,Males,Portugal,2014,84.9,654.0
Annual,Percentage,Males,Portugal,2015,81.9,810.5
Annual,Percentage,Males,Portugal,2016,82.0,803.5
Annual,Percentage,Males,Portugal,2017,81.9,810.5
Annual,Percentage,Males,Portugal,2018,82.0,803.5
Annual,Percentage,Males,Portugal,2019,82.3,786.0
Annual,Percentage,Males,Portugal,2020,79.6,933.0
Annual,Percentage,Males,Portugal,2021,79.2,951.0
Annual,Percentage,Males,Portugal,2022,79.6,933.0
Annual,Percentage,Males,Portugal,2023,79.8,923.0
Annual,Percentage,Males,Portugal,2024,77.3,1042.0
Annual,Percentage,Males,Romania,2005,67.8,1223.0
Annual,Percentage,Males,Romania,2006,68.9,1210.0
Annual,Percentage,Males,Romania,2007,71.5,1174.0
Annual,Percentage,Males,Romania,2008,67.7,1225.5
Annual,Percentage,Males,Romania,2009,67.7,1225.5
Annual,Percentage,Males,Romania,2010,70.7,1185.5
Annual,Percentage,Males,Romania,2011,78.3,1005.0
Annual,Percentage,Males,Romania,2012,78.7,983.5
Annual,Percentage,Males,Romania,2013,76.5,1073.0
Annual,Percentage,Males,Romania,2014,78.5,995.5
Annual,Percentage,Males,Romania,2015,72.7,1157.0
Annual,Percentage,Males,Romania,2016,73.7,1143.0
Annual,Percentage,Males,Romania,2017,74.3,1129.5
Annual,Percentage,Males,Romania,2018,76.3,1081.5
Annual,Percentage,Males,Romania,2019,76.5,1073.0
Annual,Percentage,Males,Romania,2020,73.9,1136.5
Annual,Percentage,Males,Romania,2021,74.1,1133.5
Annual,Percentage,Males,Romania,2022,74.8,1122.0
Annual,Percentage,Males,Romania,2023,74.0,1135.0
Annual,Percentage,Males,Romania,2024,72.7,1157.0
Annual,Percentage,Males,Slovenia,2004,69.3,1206.0
Annual,Percentage,Males,Slovenia,2005,70.5,1189.0
Annual,Percentage,Males,Slovenia,2006,73.8,1139.5
Annual,Percentage,Males,Slovenia,2007,75.3,1117.0
Annual,Percentage,Males,Slovenia,2008,73.7,1143.0
Annual,Percentage,Males,Slovenia,2009,75.9,1098.5
Annual,Percentage,Males,Slovenia,2010,74.5,1126.0
Annual,Percentage,Males,Slovenia,2011,84.3,682.0
Annual,Percentage,Males,Slovenia,2012,85.8,620.0
Annual,Percentage,Males,Slovenia,2013,87.3,576.5
Annual,Percentage,Males,Slovenia,2014,86.5,595.0
Annual,Percentage,Males,Slovenia,2015,83.9,695.5
Annual,Percentage,Males,Slovenia,2016,82.7,767.5
Annual,Percentage,Males,Slovenia,2017,83.6,709.0
Annual,Percentage,Males,Slovenia,2018,83.4,721.0
Annual,Percentage,Males,Slovenia,2019,80.5,891.5
Annual,Percentage,Males,Slovenia,2020,82.8,759.0
Annual,Percentage,Males,Slovenia,2021,83.4,721.0
Annual,Percentage,Males,Slovenia,2022,82.4,782.0
Annual,Percentage,Males,Slovenia,2023,82.9,749.0
Annual,Percentage,Males,Slovenia,2024,80.8,869.5
Annual,Percentage,Males,Slovakia,2004,67.1,1236.5
Annual,Percentage,Males,Slovakia,2005,69.2,1208.0
Annual,Percentage,Males,Slovakia,2006,67.9,1222.0
Annual,Percentage,Males,Slovakia,2007,66.5,1243.0
Annual,Percentage,Males,Slovakia,2008,67.3,1234.5
Annual,Percentage,Males,Slovakia,2009,67.5,1229.5
Annual,Percentage,Males,Slovakia,2010,65.2,1251.0
Annual,Percentage,Males,Slovakia,2011,82.5,776.5
Annual,Percentage,Males,Slovakia,2012,86.6,591.0
Annual,Percentage,Males,Slovakia,2013,90.9,530.5
Annual,Percentage,Males,Slovakia,2014,87.9,567.0
Annual,Percentage,Males,Slovakia,2015,88.0,565.0
Annual,Percentage,Males,Slovakia,2016,90.3,535.5
Annual,Percentage,Males,Slovakia,2017,85.6,630.5
Annual,Percentage,Males,Slovakia,2018,86.9,582.5
Annual,Percentage,Males,Slovakia,2019,86.0,611.5
Annual,Percentage,Males,Slovakia,2020,84.2,685.0
Annual,Percentage,Males,Slovakia,2021,85.1,646.0
Annual,Percentage,Males,Slovakia,2022,85.1,646.0
Annual,Percentage,Males,Slovakia,2023,82.6,772.0
Annual,Percentage,Males,Slovakia,2024,82.8,759.0
Annual,Percentage,Males,Finland,2004,75.9,1098.5
Annual,Percentage,Males,Finland,2005,75.0,1120.0
Annual,Percentage,Males,Finland,2006,76.6,1070.0
Annual,Percentage,Males,Finland,2007,76.3,1081.5
Annual,Percentage,Males,Finland,2008,75.7,1107.5
Annual,Percentage,Males,Finland,2009,75.4,1116.0
Annual,Percentage,Males,Finland,2010,76.3,1081.5
Annual,Percentage,Males,Finland,2011,80.9,861.0
Annual,Percentage,Males,Finland,2012,80.0,912.5
Annual,Percentage,Males,Finland,2013,79.3,945.5
Annual,Percentage,Males,Finland,2014,79.2,951.0
Annual,Percentage,Males,Finland,2015,77.7,1024.5
Annual,Percentage,Males,Finland,2016,79.0,967.0
Annual,Percentage,Males,Finland,2017,79.6,933.0
Annual,Percentage,Males,Finland,2018,80.1,907.5
Annual,Percentage,Males,Finland,2019,78.9,971.5
Annual,Percentage,Males,Finland,2020,76.7,1067.5
Annual,Percentage,Males,Finland,2021,76.1,1091.0
Annual,Percentage,Males,Finland,2022,76.2,1087.0
Annual,Percentage,Males,Finland,2023,77.8,1021.0
Annual,Percentage,Males,Finland,2024,77.6,1028.0
Annual,Percentage,Males,Sweden,2004,78.7,983.5
Annual,Percentage,Males,Sweden,2005,78.6,989.5
Annual,Percentage,Males,Sweden,2006,78.4,1000.5
Annual,Percentage,Males,Sweden,2007,78.6,989.5
Annual,Percentage,Males,Sweden,2008,78.8,977.5
Annual,Percentage,Males,Sweden,2009,78.8,977.5
Annual,Percentage,Males,Sweden,2010,79.1,960.0
Annual,Percentage,Males,Sweden,2011,81.0,850.5
Annual,Percentage,Males,Sweden,2012,80.6,882.5
Annual,Percentage,Males,Sweden,2013,80.4,898.5
Annual,Percentage,Males,Sweden,2014,80.9,861.0
Annual,Percentage,Males,Sweden,2015,81.1,843.0
Annual,Percentage,Males,Sweden,2016,79.2,951.0
Annual,Percentage,Males,Sweden,2017,79.1,960.0
Annual,Percentage,Males,Sweden,2018,79.1,960.0
Annual,Percentage,Males,Sweden,2019,79.5,938.0
Annual,Percentage,Males,Sweden,2020,78.7,983.5
Annual,Percentage,Males,Sweden,2021,78.2,1009.0
Annual,Percentage,Males,Sweden,2022,77.0,1055.5
